Reviewer Name,Review Title,Review Paragraph,Star Rating,Review Date
Swapnil Gobade,Absolute rubbish!,"An i phone worth half lakh give away its color in a month , no matter how good you keep it. Not worth, color of back pannel and buttons are showing sign of aging. see the link, Apple is aware of this issue... Search for paint chipped on Google",1,"Jun, 2017"
SUDHIR KUMAR BARAL,Feedback on purchases of iPhone7 and Flipkart,iPhone7 is awesome. I'm using the phone since last 2 months it is quite impressive by performance wise and quality too. The Flipkart delivery was good but packing was not that great. Attitudes of delivery guys was not good. Flipkart should have a reason to worry.,5,"Apr, 2017"
Amit Sankrani,Awesome piece of art to be used in Earth,"This is a master piece of the inventions from Apple. While you compare the previous versions of Iphone 6 and 6s, this is way ahead in terms of memory, speed and multitasking. The biometric thumb scanner is fast but does not beat the top of end Androids but is the best in Apple's own world. Display is HD Retina and best at 326 ppi as compared to any other. Battery juice is 2 to 3 hrs more and the Camera clarity is the best of all. You get the best of shots like a 21 mp digicam. Overall it is a premium phone and the niche who owns it will feel the edge over others.",5,"Jan, 2017"
Subham Saha,Really Nice,Very nice,4,"Jul, 2020"
Mehul Vaghasiya,Must buy!,"Best mobile if want to use ios with tight budget
Received in 18 nov and on 22 nov battery health down to 99% because battery goes below 10% 2 times
Never let battery below 20% and if possible maiantain charging between 40 to 80% for long battery life
Camera good
Display small but very good
Finger print and xcellant
If network coverage poor and use jio 4g battery down fast with heating issue otherwise very good battery and performance",5,"Nov, 2019"
P neela vishnu vardhan Mamatha,Classy product,Don't buy worst battery performance is very worst. Worst product,5,"Feb, 2020"
Ramesh Ramu,Pretty good,"Phone is working properly very nice design better experience better performance is the value of money.

But lightening connector that doesn't provide in the box..

Look battery performance screen everything is fine.",4,"Jan, 2020"
Vaibhav Goyal,Good,Battery is very bad . Not to buy,3,"Jun, 2020"
Samrat Roy,Delightful,Iphone 7 is better than iphone 8 and iphone se 2020 if we compare by price to performance ratio. Phone is good but not best in the current smartphone competition era.,4,"May, 2020"
Rahul Rathi,Brilliant,Good phone in 2020 at this price range value for money. Feels very premium.,5,"Mar, 2020"
Flipkart Customer,Worth every penny,awsm product loved it....,5,"Feb, 2020"
Avdhesh Prajapati,Must buy!,"Nice click ?

But battery backup not good",5,"Jan, 2020"
Vinit Singh,Delightful,Good but not special at this price,4,"Oct, 2019"
ASWIN S,Fabulous!,Worth for Money,5,"Oct, 2019"
Sukhwinder Singh,Worth every penny,Great phone at a low price.,5,"Nov, 2019"
Ramesh Babu,Good quality product,Excellent camera and earphones sound. battery life only disappointing remaining all features are good...,4,"Sep, 2019"
Flipkart Customer,Wonderful,I got an a new iPhone 7 delivered to me...but the voice hearing is too low. Even 10% of the voice is what i hear..i tried to return. But when i tried to return the phone i came to know it is not accepted and they asked to contact service point...very bad experience...,4,"Oct, 2019"
ShAh ShOeb,Terrific purchase,awesome,5,"Feb, 2019"
praveen kharvi,Classy product,good,5,"Oct, 2019"
Girish Chhablani,I phone 7,Good product and was delivered in good condition.,5,"Oct, 2017"
Umang Rohilla,Mind-blowing purchase,Tnku flipcart for this amazing product,5,"Oct, 2019"
SATYENDRA,Great product,Very Amazing Phone !! :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::star-struck::star-struck::backhand_index_pointing_right_light_skin_tone::backhand_index_pointing_right_light_skin_tone::mobile_phone::mobile_phone::thumbs_up::thumbs_up:,5,"Oct, 2019"
NAGENDRA PRASAD,Apple iphone 7,"Very good phone. Worth purchasng. But there is no value for money. It""s not compatable with my existing earlier phone data. All are gone. Cannot be transferred to iphone 7.Thjs is negative point.",4,"Nov, 2016"
Flipkart Customer,Did not meet expectations,Gifted this to my gf and she dumped me next day. She said that she was expecting iPhone X.,1,"May, 2018"
Siva Mahesh,Must buy!,"I’m writing this review after using this for a week. I’m always inspired by the apple products, the build quality, the display, the software and finally the brand of Apple. I recently purchased IPhone 7 32 GB. And when I touched the product I feel like why I wasted all my life.

Pros:
The perfect size to hold.
Display
Apple eco system.
Processor
Well optimized software for hardware
Rear camera.

Cons:
Front camera
Battery",5,"Jun, 2019"
Rachit Goyal,Awesome,Nice service love it,5,"May, 2017"
Nikhil Sebastian,Highly recommended,"What a fantastic device to use even in 2019 ! Great finish, after all, its Apple !",5,"May, 2019"
Kalesha Patton,Great product,Very good and I got for only 49500 @128gb gold,5,"Jun, 2017"
Flipkart Customer,Terrific purchase,"The product is as usual best ,and thanks for the best service by flip kart,its always the best keep it up I give thme 10 out of 10 for their genuine products provided ever",5,"Nov, 2016"
kaustubh chitnis,Best in the market!,"Flipkart has never let me down as far as the delivery date is concerned. Kudos to flipkart for delivering this beautiful product in the promised time !!:thumbs_up::thumbs_up::thumbs_up:
And 20k discount on iPhone 7 256 GB....This was an awesome deal !! Thanks again flipkart !!:thumbs_up::thumbs_up::thumbs_up:",5,"Apr, 2017"
Santosh Subba,Awesome phone - Awesome Flipkart,"This is my first iPhone and I was waiting eagerly for its delivery. Though the phone was delivered a day later than the assured day, it was okay. I recieved the awesome iPhone 7 in good condition. The phone is superb, fast, charges very fast and battery life is really great. My friends have iPhone 5s and 6, but I must say iPhone 7's batter is quite good. Go for it guys, I'm loving it.",5,"May, 2017"
Amjad Khan,"5 Star service, Awesome experience",Flipkart always gives his best when it comes to quality and delivery. Thanks for making purchases so easy and effortable. 5Star to all your services and offers you being to us. 5star to Flawless service and trust full offers,5,"May, 2017"
Binu Korembeth,Apple at it's best,"Superb Camera, superb battery life, superb iOS 10 features, superb display, superb performance. Really an amazing product from Apple. Loved its finish.",5,"Oct, 2016"
Flipkart Customer,Genuine & the best !!,"Ordered on 22nd last month during Big Billion Day offer & received on 24th !! Too happy with the device. Confirmed positive as a genuine device from Apple India Customer Care!! Happy with the performance since I just switched from Oneplus 3T . But only issue is the battery backup after upgrading to ios 11. My advise to the newcomers, do not upgrade from ios 10 before the fix is being released by Apple !! Cheers !!",5,"Oct, 2017"
Flipkart Customer,I am in love with iPhone 7 :),Amazing phone :D I received iPhone 7 within 24 hours of it's launch in India :) Thanks a lot to Flipkart's courier service for that :)) completely in love with this phone :) <3 I loved the design and it is super fast (128gb) .. camera quality is amazing .. I have bought silver phone and its perfect :) extremely happy with iPhone 7 :),5,"Oct, 2016"
Suraj Maity,Super!,product is to good,5,"Feb, 2020"
Akash Shakya,Perfect product!,Best Phone,5,"Jan, 2020"
ARUN SHUKLA,Could be way better,This is my first iPhone so I am very happy with the product about my opinion everything is perfect but I’m not satisfied with the services of flipkart because they are not dilvered on my order with given time but finally I have got my product so I’m happy :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,2,"Nov, 2019"
Flipkart Customer,bad product and response,"dont purchase from flipcart
i received defected peace of iphone 7
nd when i requested with in ten day for replace the product no good response from flipcart
so plz dont purchase any item like iphone 7 from this online shopping website",1,"Nov, 2017"
Sajankumar Vijayan,Happiest customer.,"First of all, I would like to thank the seller who shipped this product via Flipkart. The seller delivered this product as he promised. I received 100% genuine product.

I am really happy to own an iPhone 7 128GB",5,"Jun, 2017"
Pratik Kumar,A Cute Little Stealthy Black Beast,"Firstly the Flipkart service is awesome. IP7 was launched on 7th Oct 7 PM and I got it by 8PM same day. A pat on their back for the excellent service. Packaging was also very very secure. A premium black box had the phone box inside it. A nice touch to the user experience all together.

About the phone. If you already have IP6S, you should not upgrade or can go for a 32gb model.
But if you have IP6 or below, upgrading to IP7 will be good decision. My brother have IP6 and when I put both these phones side by side, IP7 nails it everywhere.

IP7 - The Good.
Camera - This is undoubtedly the best camera you have on any IP and just next to Samsung S7
Display - Even if it is not quad HD or something, when you put other IPs in the side, the diff will be very obvious. A very pleasant display. A warm touch to the display feels pretty nice to look at. And also the quad HD screens have their bads.
Speakers - not Stereo but way too loud
Finger print - Now with this one, press and lift your finger as fast you can and the phone will be unlocked. We tested it on IP6, IP6S and IP7 and you can guess the winner.
Lift to Wake feature is welcoming and very useful.
Its water resistant also. I put my 70K phone in a mug of water with heavy heart (as apple does not include water damage in warranty) but nothing happened.
Finally the Black color is stealthy and awesome.
Performance - It will beat any phone by huge margins. A cute little stealthy black beast.

IP7 - The Bads.
Battery - It's not bad, I will say but it would have been a bit bigger. Best thing is if you are not using your phone, battery will not drain.
Fast Charging - This is needed in any phone today
Headphone Jack - USB Jack is pretty awesome, but the downside is that if you are low on battery and it's charging, you can't put headphones for music or calls. You have to wait for sometime. Or may be buy a bluetooth headphone.

Overall a good package and atleast for someone like me who were a loyal Android user from past 6 years, switching to Iphone (IOS) is an awesome experience. I just love everything about this phone.

I am happy with the Purchase and with Flipkart Service.",5,"Oct, 2016"
Katkuri Bhikshapathi,Iphone 7 Can handle my speed,"Iphone 7 Can handle my speed

i use phone faster and faster i checked nearly 5-6 phones till date among best brands, apple iphone 7 only the phone satisfied my phone usage speed.

its saved my lot of time.",5,"May, 2017"
Flipkart Customer,Awesome phone,Uff ..awesome mechanic and also can updated to iOS 11.3 performance is really good and also with a good backup hats off for camera and thank to ois(optical image stabilisation) also the delivery was so fast thanks Flipkart loveable product,5,"Apr, 2018"
